benchmark,mpk,processes,threads
micro-choice-2fns,0.5183642578125,7.4244848625,0.4553125
micro-choice-5fns,0.51865966796875,7.42135986328125,0.45173095703125
micro-parallel-2fns,0.7098193359375,7.436103515625,0.586435546875
micro-parallel-5fns,1.2874169921875,8.7939501953125,1.0927392578125
micro-sequence-2fns,0.31115234375,3.64574951171875,0.258623046875
micro-sequence-5fns,0.8801708984375,14.412900390625,0.7519091796875
